Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Map Scores,Team 1 Attack,Team 1 Defense,Team 1 Overtime,Team 2 Defense,Team 2 Attack,Team 2 Overtime,Durations (in seconds)
Champions Tour 2024: Americas Stage 1,Sentinels,100 Thieves,2024-04-07 19:10:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Split'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 10}, {'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 6}]","[8, 7]","[5, 6]","[None, None]","[3, 5]","[7, 1]","[None, None]","[3492, 2533]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,FURIA,2024-04-08 17:00:00,Bo3,"[{'Team': 'FUR', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 7}, {'Map': 'Icebox', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Breeze', 'Team 1 Score': 13, 'Team 2 Score': 7}]","[10, 7, 6]","[3, 4, 7]","[None, None, None]","[2, 5, 2]","[5, 8, 5]","[None, None, None]","[3872, 3448, 2816]"
Champions Tour 2024: Americas Stage 1,G2 Esports,100 Thieves,2024-04-13 17:00:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Split'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Bind', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Split', 'Team 1 Score': 8, 'Team 2 Score': 13}]","[5, 4]","[4, 4]","[None, None]","[5, 8]","[8, 5]","[None, None]","[3947, 3114]"
Champions Tour 2024: Americas Stage 1,Sentinels,LEVIATÁN,2024-04-13 19:25:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Lotus', 'Team 1 Score': 17, 'Team 2 Score': 19}, {'Map': 'Icebox', 'Team 1 Score': 11, 'Team 2 Score': 13}]","[9, 6]","[3, 5]","[5, None]","[3, 6]","[9, 7]","[7, None]","[5668, 3427]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,MIBR,2024-04-14 17:00:00,Bo3,"[{'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 6}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[7, 6]","[6, 7]","[None, None]","[5, 3]","[1, 5]","[None, None]","[3457, 3056]"
Champions Tour 2024: Americas Stage 1,NRG Esports,FURIA,2024-04-14 19:20:00,Bo3,"[{'Team': 'FUR', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 2}, {'Map': 'Breeze', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[10, 7]","[3, 6]","[None, None]","[2, 2]","[0, 6]","[None, None]","[2365, 2962]"
Champions Tour 2024: Americas Stage 1,Cloud9,Evil Geniuses,2024-04-15 17:00:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Lotus', 'Team 1 Score': 9, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 4}]","[2, 8, 3]","[7, 5, 10]","[None, None, None]","[8, 4, 2]","[5, 4, 2]","[None, None, None]","[3920, 2821, 2581]"
Champions Tour 2024: Americas Stage 1,Sentinels,MIBR,2024-04-20 17:00:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 3}, {'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 7}]","[4, 9]","[9, 4]","[None, None]","[0, 3]","[3, 4]","[None, None]","[4349, 2860]"
Champions Tour 2024: Americas Stage 1,Cloud9,LOUD,2024-04-20 19:30:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Bind', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 4}, {'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 9}]","[5, 9, 6]","[6, 4, 7]","[None, None, None]","[7, 3, 6]","[6, 1, 3]","[None, None, None]","[4042, 2527, 3229]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,Evil Geniuses,2024-04-21 17:00:00,Bo3,"[{'Team': 'EG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 5}, {'Map': 'Breeze', 'Team 1 Score': 13, 'Team 2 Score': 9}]","[10, 5]","[3, 8]","[None, None]","[2, 5]","[3, 4]","[None, None]","[3575, 2865]"
Champions Tour 2024: Americas Stage 1,NRG Esports,LEVIATÁN,2024-04-21 19:15:00,Bo3,"[{'Team': 'NRG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]","[{'Map': 'Sunset', 'Team 1 Score': 4, 'Team 2 Score': 13}, {'Map': 'Bind', 'Team 1 Score': 4, 'Team 2 Score': 13}]","[2, 1]","[2, 3]","[None, None]","[10, 11]","[3, 2]","[None, None]","[2735, 2315]"
Champions Tour 2024: Americas Stage 1,G2 Esports,FURIA,2024-04-22 17:00:00,Bo3,"[{'Team': 'FUR', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Breeze'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 3}, {'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 3}]","[9, 4]","[4, 9]","[None, None]","[3, 0]","[0, 3]","[None, None]","[2875, 2316]"
Champions Tour 2024: Americas Stage 1,Cloud9,100 Thieves,2024-04-22 19:00:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Bind', 'Team 1 Score': 7, 'Team 2 Score': 13}, {'Map': 'Ascent', 'Team 1 Score': 6, 'Team 2 Score': 13}]","[4, 1]","[3, 5]","[None, None]","[8, 11]","[5, 2]","[None, None]","[3252, 2486]"
Champions Tour 2024: Americas Stage 1,Sentinels,Evil Geniuses,2024-04-23 17:00:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 10}, {'Map': 'Bind', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 10, 'Team 2 Score': 13}]","[10, 10, 6]","[3, 1, 4]","[None, None, None]","[1, 2, 6]","[9, 11, 7]","[None, None, None]","[4293, 3591, 2950]"
Champions Tour 2024: Americas Stage 1,NRG Esports,MIBR,2024-04-23 20:30:00,Bo3,"[{'Team': 'MIBR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 9}, {'Map': 'Breeze', 'Team 1 Score': 13, 'Team 2 Score': 3}]","[7, 4]","[6, 9]","[None, None]","[5, 0]","[4, 3]","[None, None]","[3987, 2507]"
Champions Tour 2024: Americas Stage 1,G2 Esports,LEVIATÁN,2024-04-24 17:00:00,Bo3,"[{'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Breeze', 'Team 1 Score': 6, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Lotus', 'Team 1 Score': 9, 'Team 2 Score': 13}]","[2, 7, 4]","[4, 6, 5]","[None, None, None]","[10, 2, 6]","[3, 6, 7]","[None, None, None]","[3414, 2909, 3009]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,LOUD,2024-04-24 20:15:00,Bo3,"[{'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 8}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[8, 6]","[5, 7]","[None, None]","[1, 3]","[7, 5]","[None, None]","[3589, 2916]"
Champions Tour 2024: Americas Stage 1,G2 Esports,MIBR,2024-04-27 17:00:00,Bo3,"[{'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 9}, {'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 3}]","[6, 11]","[7, 2]","[None, None]","[4, 1]","[5, 2]","[None, None]","[3919, 2176]"
Champions Tour 2024: Americas Stage 1,Sentinels,LOUD,2024-04-27 19:05:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Lotus', 'Team 1 Score': 7, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 8, 'Team 2 Score': 13}]","[5, 3]","[2, 5]","[None, None]","[3, 6]","[10, 7]","[None, None]","[3498, 3043]"
Champions Tour 2024: Americas Stage 1,Cloud9,FURIA,2024-04-28 17:00:00,Bo3,"[{'Team': 'FUR', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Ascent', 'Team 1 Score': 2, 'Team 2 Score': 13}, {'Map': 'Lotus', 'Team 1 Score': 13, 'Team 2 Score': 3}, {'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[2, 4, 5]","[0, 9, 8]","[None, None, None]","[1, 0, 4]","[12, 3, 4]","[None, None, None]","[3352, 2353, 2872]"
Champions Tour 2024: Americas Stage 1,NRG Esports,Evil Geniuses,2024-04-28 19:55:00,Bo3,"[{'Team': 'NRG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'EG', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'EG', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Sunset'}]","[{'Map': 'Ascent', 'Team 1 Score': 6, 'Team 2 Score': 13}, {'Map': 'Lotus', 'Team 1 Score': 16, 'Team 2 Score': 14}, {'Map': 'Sunset', 'Team 1 Score': 11, 'Team 2 Score': 13}]","[2, 6, 6]","[4, 6, 5]","[None, 4, None]","[10, 6, 6]","[3, 6, 7]","[None, 2, None]","[2969, 4207, 3162]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,100 Thieves,2024-04-29 17:00:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 7}, {'Map': 'Breeze', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 8}]","[7, 4, 6]","[6, 7, 7]","[None, None, None]","[5, 8, 6]","[2, 5, 2]","[None, None, None]","[3682, 3137, 2787]"
Champions Tour 2024: Americas Stage 1,Sentinels,FURIA,2024-05-03 20:00:00,Bo3,"[{'Team': 'SEN', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'SEN', 'Action': 'pick', 'Map': 'Split'}, {'Team': 'FUR', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'SEN', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'FUR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Split', 'Team 1 Score': 13, 'Team 2 Score': 5}, {'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 9}]","[5, 5]","[8, 8]","[None, None]","[1, 5]","[4, 4]","[None, None]","[3335, 2985]"
Champions Tour 2024: Americas Stage 1,NRG Esports,100 Thieves,2024-05-04 17:00:00,Bo3,"[{'Team': 'NRG', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'NRG', 'Action': 'pick', 'Map': 'Split'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'NRG', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Split', 'Team 1 Score': 8, 'Team 2 Score': 13}, {'Map': 'Bind', 'Team 1 Score': 7, 'Team 2 Score': 13}]","[7, 4]","[1, 3]","[None, None]","[5, 8]","[8, 5]","[None, None]","[4043, 2488]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,LEVIATÁN,2024-05-04 19:20:00,Bo3,"[{'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Breeze'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Ascent', 'Team 1 Score': 4, 'Team 2 Score': 13}, {'Map': 'Breeze', 'Team 1 Score': 14, 'Team 2 Score': 12}, {'Map': 'Lotus', 'Team 1 Score': 10, 'Team 2 Score': 13}]","[3, 4, 6]","[1, 8, 4]","[None, 2, None]","[9, 8, 6]","[4, 4, 7]","[None, 0, None]","[2975, 3456, 3158]"
Champions Tour 2024: Americas Stage 1,Cloud9,MIBR,2024-05-05 17:00:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'MIBR', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'MIBR', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Split'}]","[{'Map': 'Icebox', 'Team 1 Score': 14, 'Team 2 Score': 12}, {'Map': 'Sunset', 'Team 1 Score': 13, 'Team 2 Score': 9}]","[3, 8]","[9, 5]","[2, None]","[9, 4]","[3, 5]","[0, None]","[4460, 3041]"
Champions Tour 2024: Americas Stage 1,G2 Esports,LOUD,2024-05-05 19:35:00,Bo3,"[{'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Bind', 'Team 1 Score': 11, 'Team 2 Score': 13}, {'Map': 'Icebox', 'Team 1 Score': 4, 'Team 2 Score': 13}]","[6, 3]","[5, 1]","[None, None]","[6, 9]","[7, 4]","[None, None]","[3799, 2254]"
Champions Tour 2024: Americas Stage 1,Cloud9,G2 Esports,2024-05-08 17:00:00,Bo3,"[{'Team': 'C9', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'C9', 'Action': 'pick', 'Map': 'Lotus'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'C9', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Icebox'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Bind'}]","[{'Map': 'Lotus', 'Team 1 Score': 6, 'Team 2 Score': 13}, {'Map': 'Ascent', 'Team 1 Score': 13, 'Team 2 Score': 15}]","[1, 7]","[5, 5]","[None, 1]","[6, 5]","[7, 7]","[None, 3]","[3600, 3720]"
Champions Tour 2024: Americas Stage 1,100 Thieves,LOUD,2024-05-08 19:25:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Split'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LOUD', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LOUD', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Ascent'}]","[{'Map': 'Bind', 'Team 1 Score': 13, 'Team 2 Score': 6}, {'Map': 'Icebox', 'Team 1 Score': 13, 'Team 2 Score': 4}]","[5, 3]","[8, 10]","[None, None]","[2, 2]","[4, 2]","[None, None]","[2942, 2383]"
Champions Tour 2024: Americas Stage 1,KRÜ Esports,G2 Esports,2024-05-09 17:00:00,Bo3,"[{'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Bind'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Sunset'}, {'Team': 'KRÜ', 'Action': 'pick', 'Map': 'Icebox'}, {'Team': 'G2', 'Action': 'pick', 'Map': 'Ascent'}, {'Team': 'KRÜ', 'Action': 'ban', 'Map': 'Split'}, {'Team': 'G2', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Lotus'}]","[{'Map': 'Icebox', 'Team 1 Score': 5, 'Team 2 Score': 13}, {'Map': 'Ascent', 'Team 1 Score': 8, 'Team 2 Score': 13}]","[4, 2]","[1, 6]","[None, None]","[8, 7]","[5, 6]","[None, None]","[3231, 2652]"
Champions Tour 2024: Americas Stage 1,LEVIATÁN,100 Thieves,2024-05-09 19:05:00,Bo3,"[{'Team': '100T', 'Action': 'ban', 'Map': 'Lotus'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Split'}, {'Team': '100T', 'Action': 'pick', 'Map': 'Bind'}, {'Team': 'LEV', 'Action': 'pick', 'Map': 'Sunset'}, {'Team': '100T', 'Action': 'ban', 'Map': 'Breeze'}, {'Team': 'LEV', 'Action': 'ban', 'Map': 'Ascent'}, {'Team': 'N/A', 'Action': 'remains', 'Map': 'Icebox'}]","[{'Map': 'Bind', 'Team 1 Score': 3, 'Team 2 Score': 13}, {'Map': 'Sunset', 'Team 1 Score': 14, 'Team 2 Score': 12}, {'Map': 'Icebox', 'Team 1 Score': 10, 'Team 2 Score': 13}]","[3, 8, 6]","[0, 4, 4]","[None, 2, None]","[9, 4, 6]","[4, 8, 7]","[None, 0, None]","[2818, 3317, 2959]"
